song_id,valence_mean,arousal_mean
1639,5.3,5.3
1640,6.6,6.1
1641,4.6,5.3
1642,5.1,4.9
1643,4.4,4.3
1644,5,5.9
1645,5.8,5.7
1646,4.5,3.7
1647,7.1,5.8
1648,3.9,2.5
1649,6.1,6
1650,5.9,4.7
1651,4.8,6
1652,7.2,6.3
1653,4.3,3.1
1654,4.8,3.1
1655,6.1,6.1
1656,4.7,4
1657,5.6,5.7
1658,6.2,5.9
1659,4.6,4.6
1660,5.2,5.5
1661,5.7,6.3
1662,6.1,6
1663,4.6,4.9
1664,4.2,4
1665,5.6,5.7
1666,3.8,3.3
1667,6,7.5
1668,5.5,5.5
1669,5.5,4.9
1670,5.9,5.4
1671,4.2,3.3
1672,4.4,2.6
1673,6.1,5.9
1674,5,5.3
1675,5.5,5.7
1676,5.6,4.9
1677,6.8,6.4
1678,5.1,4.2
1679,5.4,5.6
1680,6.8,6.1
1681,5,3.5
1682,6.1,5.8
1683,6,4.8
1684,5.1,5
1685,5.4,4.5
1686,3.7,3.3
1687,5.1,4.7
1688,5.2,4.7
1689,7.1,6.4
1690,5.4,4.6
1691,3.7,3.6
1692,3.8,3.3
1693,4.4,3.8
1694,4.5,6.1
1695,5.7,5.6
1696,3.8,3.3
1697,3.3,2.8
1698,4.5,4.5
1699,5.1,5
1700,5.6,5
1701,4,3.1
1702,4.1,3.9
1703,5.3,6.7
1704,5.3,6.4
1705,4,4.4
1706,4.9,4
1707,3.5,4
1708,4.2,3.6
1709,4,3.8
1710,3.6,2.9
1711,5,3.2
1712,4.4,2.9
1713,6.2,5.7
1714,6.1,4
1715,5.9,5.6
1716,5.8,5.4
1717,6,4.8
1718,4.7,3.5
1719,5,3.3
1720,7.5,6
1721,4.2,2.9
1722,5,3.1
1723,4.3,3.4
1724,3.7,3.3
1725,5.2,4.4
1726,4.6,3.2
1727,4.9,4.7
1728,3.1,4.7
1729,5.1,5.4
1730,5.3,3.9
1731,4.2,3.6
1732,4.2,3
1733,3.8,3.3
1734,5.1,5.2
1735,4.7,3
1736,4.7,3.1
1737,3.6,3.6
1738,2.8,4.8
1739,3.7,2.8
1740,5.3,4.3
1741,3.3,3.5
1742,6.8,5.1
1743,6.8,6.5
1744,4.9,4.3
1745,7.1,5.9
1746,5.7,4.8
1747,4.3,2.9
1748,5.4,4.1
1749,6.7,4.6
1750,4.7,5.3
1751,4.1,4.3
1752,5.5,6.1
1753,3.2,3.4
1754,4.2,2.4
1755,6.4,5.7
1756,4.4,3.9
1757,5,3.1
1758,5.4,3
1759,5.4,4.7
1760,4.3,4.1
1761,7.9,7.1
1762,6.1,5.4
1763,4.4,3.5
1764,4.9,4
1765,5.8,4.6
1766,3.7,3
1767,3.8,2.4
1768,4.1,3.1
1769,5.9,5.3
1770,4.5,2.9
1771,4.9,5.3
1772,5.6,4.3
1773,5.4,4.1
1774,4.9,4.8
1775,4.6,3
1776,4.8,3.8
1777,5.3,4.4
1778,4.4,3.2
1779,5.7,2.9
1780,4.8,3.5
1781,4.2,2.7
1782,4.7,5.2
1783,4.2,3.3
1784,5.5,5.1
1785,5.6,5.2
1786,4.2,3.1
1787,3.9,3.4
1788,3.6,6
1789,5.9,5.1
1790,3.8,3.3
1791,5.3,3.3
1792,6.1,5.1
1793,5.1,4.2
1794,4.2,3.7
1795,3.9,3
1796,5.8,6
1797,3.6,4.1
1798,5.7,4
1799,5.8,4.5
1800,3.4,2.6
1801,3.4,2.8
1802,5.7,6.6
1803,4.1,3.6
1804,5.7,5.9
1805,5.7,4.9
1806,6.5,6.2
1807,5.7,5.3
1808,5.4,5.3
1809,4,4.1
1810,4.1,4
1811,4.6,4.7
1812,5,5
1813,6.1,5.7
1814,6,5.8
1815,6.4,5.8
1816,5,4.5
1817,6.6,6
1818,4.3,3.2
1819,4.1,4.1
1820,4.5,4.4
1821,6.2,6.6
1822,4.7,3.5
1823,2.7,5.6
1824,6.2,5.7
1825,4.8,4.5
1826,5.1,3.7
1827,5.6,6.7
1828,5.8,6.6
1829,4.8,3.6
1830,5.7,5.3
1831,6.2,5.6
1832,5.7,5.2
1833,4.5,3.2
1834,6.3,5.7
1835,5.3,3.2
1836,5.6,4.6
1837,4.2,2.9
1838,4.6,5
1839,6,5.7
1840,4.8,5.4
1841,4.6,3.1
1842,5.8,6.3
1843,4.9,4.7
1844,6.1,5.5
1845,5.9,5.9
1846,5.8,5.8
1847,3.2,2.6
1848,5.5,5
1849,6,5.8
1850,3.7,2.7
1851,4.6,3.3
1852,4.1,4.7
1853,6.5,5.7
1854,5.2,4.5
1855,5.4,6
1856,6.1,6.7
1857,5.3,5
1858,5.2,5.6
1859,5.2,5
1860,3.7,3.5
1861,5.1,5
1862,5.1,4.9
1863,6.4,5.7
1864,6.1,7.4
1865,6.8,5.9
1866,4.8,4.5
1867,4.2,4
1868,5.8,5
1869,4.1,3.7
1870,5.4,5.6
1871,6.4,6.6
1872,4.5,4.2
1873,4.7,3.4
1874,5,6.3
1875,6.3,6.2
1876,6.3,5
1877,6.2,5.5
1878,6.7,6.3
1879,5.4,6.4
1880,5.4,3.2
1881,5,5.2
1882,5.5,6.2
1883,5.6,4.5
1884,6.5,5.6
1885,3.9,3.9
1886,4.1,3
1887,6,5.8
1888,3.4,3.2
1889,5.6,5.5
1890,6,5.8
1891,5,3.5
1892,5.1,6.1
1893,6.3,6.2
1894,4.8,4.8
1895,6.5,5.9
1896,4.9,2.1
1897,4.2,3.8
1898,5.1,4.2
1899,5,4.1
1900,6.5,6.7
1901,5.2,6.4
1902,4.4,7.3
1903,3.2,6.9
1904,4.1,3.4
1905,3.7,6.5
1906,4.4,6.2
1907,4.9,6.5
1908,5.2,5.1
1909,4.9,5
1910,3.8,3.3
1911,4.3,5.4
1912,5.4,5.5
1913,6,6.5
1914,5.3,6.3
1915,6.3,6.5
1916,5.4,6.3
1917,4.1,4.6
1918,3.4,4.6
1919,4.5,5.4
1920,5.7,6.4
1921,4.4,6.5
1922,5.6,5.8
1923,6.4,6.2
1924,5.3,5.7
1925,4.9,4.5
1926,5.2,6.1
1927,5.6,4.6
1928,3.7,5.6
1929,5.1,6.7
1930,4.6,4
1931,4.7,5.5
1932,4.8,6
1933,5.2,7
1934,5.8,3.8
1935,4.7,4.4
1936,2.9,3
1937,4.3,3.9
1938,5.6,7
1939,4.4,3.2
1940,5.1,5.6
1941,5.2,4.4
1942,6.4,6.8
1943,4.2,4.4
1944,6.1,5.1
1945,6,6.1
1946,4,6
1947,5,7.4
1948,4,6.7
1949,2.2,5.1
1950,3.8,3.4
1951,4.6,4
1952,4.1,4.4
1953,5.1,4.4
1954,6.7,5.7
1955,5.5,6.5
1956,5.4,5.9
1957,4.8,4.8
1958,4.8,5.1
1959,4.7,5.8
1960,4.5,6.7
1961,5.9,5.3
1962,4.4,5
1963,3.9,5.5
1964,3.6,6.7
1965,3.3,3.5
1966,3.6,5
1967,4.7,6.9
1968,4.6,6.18
1969,3.7,5.7
1970,5.9,7.1
1971,5.5,5.5
1972,6,5.9
1973,4.3,4.3
1974,3.4,4.7
1975,4.7,5.6
1976,4.9,5.4
1977,4.7,5.2
1978,6.5,6.5
1979,5.5,7.2
1980,5.5,5.4
1981,5.1,5.8
1982,4.5,4.5
1983,2.9,3.4
1984,3.7,2.9
1985,4.8,5.6
1986,4,5.1
1987,6.5,6.3
1988,5.5,5.8
1989,5,5.7
1990,4.2,4.1
1991,5,6
1992,4.9,6.8
1993,3.5,7
1994,3.8,3.5
1995,4.7,4.7
1996,3.9,5.9
1997,5.3,3.9
1998,6.4,6.2
1999,4.6,5.4
2000,5.8,6
5001,1,1
5009,9,9
