song_id,artist,track,genre,sub_artist_genre
652,Marian Hill,Down,electronic,pop
653,Mark Morrison,Return Of The Mack,soul/rnb,
654,Mark Ronson+Bruno Mars,Uptown Funk,pop,electronic
656,Maroon 5+Future,Cold,pop,
657,Maroon 5+Kendrick Lamar,Don't Wanna Know,pop,
659,Maroon 5,She Will Be Loved,pop,
660,Marshmello,Alone,electronic,
661,Martin Garrix+Bebe Rexha,In The Name Of Love,electronic,pop
662,Martin Garrix+Dua Lipa,Scared To Be Lonely,electronic,pop
665,Martin Jensen,Solo Dance,electronic,
666,Martin Solveig+Ina Wroldsen,Places,electronic,
668,Matoma+Becky Hill,False Alarm,electronic,pop
670,Matt Terry,When Christmas Comes Around,pop,
671,Meek Mill+Tory Lanez,Litty,hip-hop/rap,
672,Meek Mill,Blessed Up,hip-hop/rap,
673,Meek Mill,Blue Notes,hip-hop/rap,
674,Meek Mill,Froze,hip-hop/rap,
675,Meek Mill,Offended,hip-hop/rap,
676,Meek Mill,On The Regular,hip-hop/rap,
677,Meek Mill,The Difference,hip-hop/rap,
678,Meghan Trainor+Kelli Trainor,Mom,pop,
679,Meghan Trainor,Me Too (Live At Macy's 4th of July),pop,
681,Meghan Trainor,NO,pop,
682,MercyME,Even If,rock,
683,Michael Bublé,It's Beginning To Look A Lot Like Christmas,pop,
684,Michael Kiwanuka,Cold Little Heart,soul/rnb,
685,Michael Ray,Think A Little Less,country,
686,Midland,Drinkin' Problem,country,
688,Migos+Metro Boomin+Lil Uzi Vert,Bad and Boujee (Explicit),hip-hop/rap,
689,Migos+Travis Scott,Kelly Price,hip-hop/rap,
692,Migos,Call Casting,hip-hop/rap,
693,Migos,Culture,hip-hop/rap,
694,Migos,Get Right Witcha,hip-hop/rap,
697,Migos,T-Shirt,hip-hop/rap,
698,Migos,What the Price,hip-hop/rap,
699,Mike Perry,The Ocean (Radio Edit),electronic,
700,Mike Posner,I Took a Pill in Ibiza (Explicit),pop,
703,Mike Will Made-It,It-Nothing Is Promised,hip-hop/rap,
704,Miley Cyrus,Malibu,pop,
705,Miranda Lambert,Tin Man,country,
706,Miranda Lambert,Vice,country,
707,Missy Elliott+Lamb,I'm Better,hip-hop/rap,pop
708,Missy Elliott,Get Ur Freak On (Amended LP Version),hip-hop/rap,pop
710,MO,Final Song,pop,electronic
711,NEIKED,Sexual,electronic,
713,Nevada+Mark Morrison+Fetty Wap,The Mack,electronic,pop
715,New Edition,Can You Stand the Rain,soul/rnb,pop
716,New Tribute Kings,Starboy(Originally Performed ByThe Weeknd Feat. Daft Punk),electronic,blues
717,Niall Horan,Slow Hands,pop,
718,Niall Horan,This Town,pop,
719,Nick Jonas+Nicki Minaj,Bom Bidi Bom,pop,
720,Nick Jonas+Tove Lo,Close (Dan E Radio Edit),pop,
722,Nick Jonas,Bacon (Explicit),pop,
726,Nick Jonas,Jealous,pop,
727,Nicki Minaj+Drake+Lil Wayne,No Frauds (Explicit),hip-hop/rap,pop
728,Nicki Minaj+Lil Wayne,Changed It (Explicit),hip-hop/rap,pop
729,Nicki Minaj+Mike Will Made-It,It-Black Barbies,hip-hop/rap,pop
730,Nicki Minaj,Regret In Your Tears (Explicit),hip-hop/rap,pop
731,Nicky Jam,El Amante,reggae,"hip-hop/rap,latin,pop"
732,Nicky Jam,Hasta el Amanecer,reggae,"hip-hop/rap,latin,pop"
733,Noah Cyrus+Labrinth,Make Me (Cry),pop,
734,Noah Cyrus,I'm Stuck,pop,
736,O.T. Genasis+Young Dolph,Cut It (Explicit),hip-hop/rap,
738,Old Dominion,No Such Thing as a Broken Heart,country,
739,Old Dominion,Snapback,country,
740,Old Dominion,Song for Another Time,country,
741,Olivia O'Brien,Hate U Love U,pop,
742,Olly Murs,Grow Up,pop,
743,Olly Murs,You Don't Know Love,pop,
744,OneRepublic,Kids,rock,pop
745,OneRepublic,Wherever I Go,rock,pop
746,Opetaia Foa'i+Lin-Manuel Miranda,We Know The Way,pop,
747,P!NK,Just Like Fire,pop,
748,PARTYNEXTDOOR+Drake,Come and See Me (Explicit),hip-hop/rap,
749,PARTYNEXTDOOR,Not Nice,hip-hop/rap,
750,PLAYBOI CARTI,Magnolia (Explicit),hip-hop/rap,
751,PLAYBOI CARTI,Woke Up Like This,hip-hop/rap,
752,Panic! At The Disco,Bohemian Rhapsody,pop,rock
753,Panic! At The Disco,Death Of A Bachelor,pop,rock
754,Paramore,Hard Times,pop,rock
755,Paul McCartney,Wonderful Christmastime (Edited Version),rock,
757,Pentatonix,Mary,pop,
758,Piko-Taro (ピコ太郎),Pen Pineapple Apple Pen,electronic,
759,Piko-Taro,Pen Pineapple Apple Pen,electronic,
760,Pitbull+Enrique Iglesias,Messin' Around,hip-hop/rap,pop
761,Pitbull+Flo Rida+LunchMoney Lewis,Greenlight,hip-hop/rap,pop
763,Plain White T's,Hey There Delilah,pop,rock
765,Portugal. The Man,Feel It Still,rock,pop
767,Post Malone+Quavo,Congratulations,hip-hop/rap,pop
769,Post Malone,Go Flex,hip-hop/rap,pop
770,Prince,1999 (LP版),rock,
771,Prince,I Would Die 4 U,rock,
772,Prince,Kiss,rock,
773,Prince,Let's Go Crazy,rock,
774,Prince,Little Red Corvette,rock,
775,Prince,Purple Rain,rock,
776,Prince,Raspberry Beret,rock,
777,Prince,When Doves Cry,rock,
778,Rachel Platten,Fight Song,pop,
779,Radiohead,Creep,rock,
780,Rae Sremmurd+Gucci Mane,Black Beatles (Explicit),hip-hop/rap,
783,Rae Sremmurd,Look Alive (Clean),hip-hop/rap,
784,Rae Sremmurd,Swang (Explicit),hip-hop/rap,
786,Rag'N'Bone Man,Human (MJ Cole Remix),soul/rnb,
788,Rag'N'Bone Man,Skin,soul/rnb,
789,Ramin Djawadi,Light of the Seven,classical,
790,Rascal Flatts,I Like The Sound Of That,country,
791,Rascal Flatts,Yours If You Want It,country,
792,Reba McEntire,Back to God,country,
793,Red Hot Chili Peppers,Dark Necessities,rock,
794,Red Hot Chili Peppers,We Turn Red,rock,
796,Rick Ross+Young Thug+Wale,Trap Trap Trap (Explicit),hip-hop/rap,
797,Rihanna+Drake,Work (Lost Kings Remix),pop,soul/rnb
798,Rihanna,Needed Me (Cosmic Dawn Club Mix),pop,soul/rnb
799,Rihanna,Sledgehammer,pop,soul/rnb
801,Rob $tone+Spooks+J. Davis,Chill Bill,hip-hop/rap,
803,Robbie Williams,Love My Life,pop,
804,Robin Schulz+David Guetta+Cheat Codes,Shed A Light,electronic,pop
806,Romeo Santos,Héroe Favorito,latin,
807,Russ,Losin Control,hip-hop/rap,pop
808,Russ,What They Want,hip-hop/rap,pop
809,Ruth B.,Lost Boy,pop,
810,Ryan Gosling+Emma Stone,City of Stars,jazz,
812,Sabrina Carpenter,Thumbs,pop,electronic
813,Sage the Gemini,Now and Later,hip-hop/rap,
814,Sam Hunt,Body Like A Back Road,country,
815,Sam Hunt,Drinkin' Too Much (8pm),country,
816,Sam Hunt,Make You Miss Me (Acoustic Mixtape),country,
818,Schoolboy Q+Kanye West,THat Part (Explicit),hip-hop/rap,
820,Scotty McCreery,Five More Minutes,country,
821,Sean Paul+Dua Lipa,No Lie,hip-hop/rap,pop
823,Selena Gomez,Bad Liar,pop,
824,Selena Gomez,Kill Em With Kindness,pop,
825,"Shaggy+Ricardo ""RikRok"" Ducent",It Wasn't Me,reggae,pop
827,Shakin' Stevens,Merry Christmas Everyone,rock,
828,Shakira+Maluma,Chantaje,pop,latin
829,Shakira,Hips Don't Lie (2006 FIFA World Cup Mix),pop,latin
830,Shakira,Me Enamoré,pop,latin
831,Shakira,Try Everything,pop,latin
832,Shawn Mendes,Mercy,pop,
833,Shawn Mendes,Stitches,pop,
834,Shawn Mendes,There's Nothing Holdin' Me Back,pop,
835,Shawn Mendes,Treat You Better,pop,
836,Sia+Kendrick Lamar,The Greatest,pop,
837,Sia+Nicky Jam,Cheap Thrills (Remix),pop,
839,Sia,California Dreamin',pop,
842,Sia,Helium,pop,
844,Sigma+Birdy,Find Me (Radio Edit),electronic,pop
846,Skrillex+Rick Ross,Purple Lamborghini (Explicit),electronic,
847,Slade,Merry Xmas Everybody,rock,
848,Snakehips+MØ,Don't Leave (Explicit),pop,electronic
850,Snoop Dogg,Kush Ups,hip-hop/rap,
851,Solange+Sampha,Don't Touch My Hair,hip-hop/rap,"soul/rnb,pop"
852,Solange,Cranes in the Sky,hip-hop/rap,"soul/rnb,pop"
853,Starley,Call On Me,electronic,pop
854,Starley,Call on Me (Ryan Riback Remix),electronic,pop
855,Steve Aoki+Louis Tomlinson,Just Hold On,electronic,pop
857,Stormzy,Big For Your Boots,hip-hop/rap,
858,Sturgill Simpson,All Around You,country,rock
859,Sundance Head,At Last (Live),country,"soul/rnb,blues,rock"
860,Sundance Head,Darlin' Don't Go (Live),country,"soul/rnb,blues,rock"
861,Take That,Giants,pop,
862,Taron Egerton,I'm Still Standing,pop,
863,Taylor Ray Holbrook+Ryan Upchurch,Southern Land,country,
864,Tee Grizzley,First Day Out (Explicit),hip-hop/rap,
865,The Chainsmokers+Coldplay,Something Just Like This,pop,electronic
868,The Chainsmokers+Halsey,Closer,pop,electronic
869,The Chainsmokers+Phoebe Ryan,All We Know,pop,electronic
870,The Chainsmokers+ROZES,Roses,pop,electronic
871,The Chainsmokers+XYLØ,Setting Fires,pop,electronic
876,The Chainsmokers,Paris,pop,electronic
879,The Chainsmokers,The One (Explicit),pop,electronic
880,The Dave Clark Five,Glad All Over,pop,rock
881,The Game+Jeremih,All Eyez (Explicit),hip-hop/rap,
882,The Killers,Mr. Brightside,rock,
883,The Knocks+Wyclef Jean,Kiss The Sky,pop,electronic
884,The Lumineers,Ophelia,folk,"pop,rock"
885,The Notorious B.I.G.,Hypnotize,hip-hop/rap,
886,The Pogues+Kirsty MacColl,Fairytale Of New York,folk,rock
888,The Revivalists,Wish I Knew You,rock,
889,The Strumbellas,Spirits,folk,rock
890,The Vamps+Matoma,All Night,pop,electronic
892,The Weeknd+Daft Punk,I Feel It Coming,soul/rnb,"pop,hip-hop/rap"
894,The Weeknd+Future,All I Know,soul/rnb,"pop,hip-hop/rap"
895,The Weeknd+Kendrick Lamar,Sidewalks,soul/rnb,"pop,hip-hop/rap"
896,The Weeknd,A Lonely Night,soul/rnb,"pop,hip-hop/rap"
897,The Weeknd,Acquainted (Explicit),soul/rnb,"pop,hip-hop/rap"
900,The Weeknd,Die For You,soul/rnb,"pop,hip-hop/rap"
903,The Weeknd,Love To Lay,soul/rnb,"pop,hip-hop/rap"
904,The Weeknd,Nothing Without You,soul/rnb,"pop,hip-hop/rap"
905,The Weeknd,Ordinary Life,soul/rnb,"pop,hip-hop/rap"
906,The Weeknd,Party Monster,soul/rnb,"pop,hip-hop/rap"
907,The Weeknd,Reminder,soul/rnb,"pop,hip-hop/rap"
908,The Weeknd,Rockin',soul/rnb,"pop,hip-hop/rap"
909,The Weeknd,Secrets,soul/rnb,"pop,hip-hop/rap"
911,The Weeknd,Six Feet Under,soul/rnb,"pop,hip-hop/rap"
913,The Weeknd,Stargirl Interlude,soul/rnb,"pop,hip-hop/rap"
915,The White Stripes,Seven Nation Army,rock,blues
916,The xx,On Hold,pop,electronic
917,Thomas Rhett+Maren Morris,Craving You,country,
918,Thomas Rhett,Die A Happy Man,country,
919,Thomas Rhett,Star Of The Show,country,
921,Thomas Rhett,Vacation,country,
922,Tieks+Dan Harkna,Sunshine (Radio Edit),electronic,
924,Tim Mcgraw+Faith Hill,Speak to a Girl,country,
925,Tim Mcgraw,How I'll Always Be,country,
926,Tim Mcgraw,Humble and Kind,country,
927,Tinashe,Superlove (Explicit),pop,"soul/rnb,electronic"
928,Tinie Tempah+Tinashe,Text from Your Ex,pop,"hip-hop/rap,electronic"
929,Tom Zanetti+Sadie Ama,You Want Me,electronic,
931,Tory Lanez,LUV,hip-hop/rap,
932,Tove Lo,Cool Girl (Explicit),pop,
933,Train,Play That Song,pop,
934,Travis Scott,Beibs in the Trap (Explicit),hip-hop/rap,pop
935,Travis Scott,Goosebumps (Explicit),hip-hop/rap,pop
936,Trey Songz,Nobody Else But You,pop,"hip-hop/rap,soul/rnb"
937,Troye Sivan,WILD,pop,electronic
938,Troye Sivan,YOUTH,pop,electronic
939,Tucker Beathard,Rock On,country,pop
940,Twenty One Pilots+Mutemath,Heathens,rock,
941,Twenty One Pilots,Cancer,rock,
943,Twenty One Pilots,Ride (Live),rock,
945,Twenty One Pilots,Stressed Out,rock,
946,Tyga+Kanye West,Feel Me,hip-hop/rap,
948,Usher+Young Thug,No Limit (Explicit),pop,"hip-hop/rap,soul/rnb"
950,Usher,Yeah,pop,"hip-hop/rap,soul/rnb"
951,Various Artists,Hands,pop,
952,Wale+Lil Wayne,Running Back,hip-hop/rap,"pop,soul/rnb"
953,Wale+Sam Sneak,My PYT (Explicit),hip-hop/rap,"pop,soul/rnb"
957,Wiz Khalifa+Lil Uzi Vert,Pull Up,hip-hop/rap,pop
958,Wizzard,I Wish It Could Be Christmas Everyday,rock,pop
959,X Ambassadors,Unsteady (Erich Lee Gravity Remix),rock,pop
962,Xxxtentacion,Look at Me! (Explicit),hip-hop/rap,
964,YFN Lucci+PnB Rock,Everyday We Lit (Explicit),hip-hop/rap,
965,YG+Drake+Kamaiyah,Why You Always Hatin?,hip-hop/rap,pop
966,Yo Gotti+E-40,40-Law,hip-hop/rap,pop
967,Yo Gotti,Law,hip-hop/rap,pop
968,Young Greatness,Moolah,hip-hop/rap,
969,Young M.A,Ooouuu (Explicit),hip-hop/rap,
970,Young Thug+Travis Scott+Quavo,Pick Up the Phone,hip-hop/rap,
971,Young Thug,Gang Up (Explicit),hip-hop/rap,
973,ZAYN+Lil Wayne,PILLOWTALK (Remix),pop,
974,ZAYN+PARTYNEXTDOOR,Still Got Time,pop,
978,Zac Brown Band,Castaway,country,
979,Zac Brown Band,My Old Man,country,
980,Zac Brown Band,Roots,country,
981,Zara Larsson+MNEK,Never Forget You (Belt & Wezol Remix),pop,electronic
983,Zara Larsson,Ain't My Fault,pop,electronic
984,Zara Larsson,I Would Like,pop,electronic
985,Zara Larsson,Lush Life,pop,electronic
989,Zay Hilfigerrr+Zayion McCall,Juju On That Beat (TZ Anthem),hip-hop/rap,
992,Zayion McCall+Zay Hilfigerrr,JuJu On Dat Beat,country,pop
993,Zedd+Alessia Cara,Stay,electronic,pop
996,offaiah,Trouble,electronic,
997,BTS,A Supplementary Story : You Never Walk Alone,pop,
999,BTS,Outro : Wings,pop,
1000,BTS,Spring Day,pop,
